uid,issue_age,service_score,age_days,issue_days,is_bad
565310140981914,8,95,11673,2979,0
565877980992928,7,80,10565,2642,0
565909606302234,4,98,12955,1516,0
566470091347583,5,91,16106,1934,0
567950171180875,4,81,9262,1670,0
580542161869591,5,95,12789,1829,0
580542278655789,3,91,12629,1343,0
580542317271175,11,96,11939,4049,0
580542341428561,7,98,10970,2636,0
563804253855748,14,90,12940,5290,0
563869477445632,4,76,12055,1668,0
564136802525184,13,95,14351,4769,0
564311944467538,16,87,14394,6186,0
564324146882462,5,92,15512,2166,0
564911911344508,8,95,13499,2953,0
565044571079977,14,95,13942,5157,0
565068309594340,6,98,12278,2505,0
565569678084121,9,90,16448,3587,0
565936157954463,6,89,12760,2243,0
566340960268285,7,80,10061,2608,0
567950089430966,3,87,9730,1374,0
567950105884151,7,93,11647,2769,0
567950153255546,16,83,13881,6129,0
580542142009234,11,89,11009,4169,0
580542154275812,5,98,14810,1893,0
580542296296648,6,84,13129,2292,0
580542300600046,9,94,13198,3646,0
563552104292353,6,73,11521,2314,0
563955580080133,6,100,10607,2288,0
564063726673920,10,77,11027,3993,0
564812941368704,10,89,13723,3980,0
565530123767900,3,90,9782,1439,0
566058545780520,6,75,10148,2405,0
566097825705752,4,85,11007,1574,0
567950039364777,9,99,10584,3285,0
567950178580431,8,93,11581,2964,0
567950193772845,8,92,10628,3238,0
580542142563353,5,90,9528,1867,0
580542164740338,8,78,10583,2960,0
580542265150175,5,91,12028,1935,0
580542292072111,9,89,12159,3561,0
580542300715603,4,86,8811,1544,0
563510729187328,9,91,10622,3540,0
563675204689920,17,73,14977,6232,0
563911924908033,9,87,11641,3331,0
564042290823170,15,97,12193,5575,0
564198111510528,5,96,9465,2082,0
564392277704941,7,85,12339,2559,0
565002078984715,4,96,10146,1621,0
565103758943897,7,85,11133,2799,0
565138180614033,5,81,10001,1886,0
565189428587839,9,86,11550,3412,0
566176691071907,5,82,10021,2143,0
566357073992513,11,88,15174,4331,0
566420875189874,5,93,9206,2146,0
567950050640478,6,80,10819,2235,0
567950117599313,12,89,12201,4714,0
567950137956062,10,96,10419,3814,0
580542227016044,13,91,13695,5010,0
580542297259620,10,95,10992,3811,0
563621821747203,6,91,10779,2302,0
563622307434497,12,88,12462,4388,0
565750755361171,7,92,13521,2715,0
565876404788157,12,80,14676,4538,0
565938790669978,9,83,11705,3581,0
566078008857100,9,95,11391,3406,0
566176039316666,15,90,13206,5778,0
566185706727294,6,89,12510,2370,0
566289657766432,8,80,14834,3026,0
567949962117361,8,66,16605,3233,0
567949982945982,5,80,8704,2068,0
567949996085079,7,79,10249,2902,0
567950002855475,6,90,12856,2540,0
580542157090925,3,80,10302,1321,0
580542164615239,4,97,11301,1543,0
580542173297851,10,80,13260,3884,1
580542250459201,4,85,10852,1728,0
563254883389440,6,84,10250,2294,0
563800827695104,6,90,9156,2257,0
564515635333164,4,81,16002,1573,0
565106128063716,5,71,11067,1860,0
565654725068063,11,89,12754,4160,0
565998437993005,16,82,14696,6179,0
566254897667549,6,87,13317,2530,0
567950014993864,11,80,11448,4378,0
580542183036596,3,90,9172,1369,0
580542253350190,7,89,12757,2567,0
580542282419869,11,95,12363,4083,0
580542301475080,4,100,8294,1509,0
580542330155016,13,98,17289,5084,0
563208307474433,10,87,10788,3980,0
564380514261355,19,92,16109,7249,0
566009188254439,10,90,14231,3985,0
567949985807325,15,86,12430,5780,0
580542156447771,5,92,9118,1889,0
580542180420463,14,97,12486,5434,0
580542187440553,6,93,10358,2377,0
580542248918859,4,82,9472,1703,0
580542302717365,7,91,11137,2643,0
580542306085939,6,89,9882,2348,0
580542311169497,9,74,13617,3390,0
580542340477061,3,80,8820,1425,0
564149767643137,7,81,10843,2685,0
565311022112241,6,99,12519,2424,0
565316277378036,7,86,10721,2777,0
566213854371375,7,94,11031,2825,0
566407153527496,8,80,18191,3152,0
580542212735358,3,90,8587,1433,0
580542222792446,4,89,10115,1574,0
580542248564364,5,70,14058,1949,0
580542274844508,4,85,8447,1580,0
580542293583542,7,94,9879,2909,0
580542450067183,4,92,10404,1573,0
564651850733659,18,79,16055,6898,0
564709097745532,13,90,16591,4828,0
565315170347135,9,95,10444,3356,0
566363576734681,11,92,11999,4367,0
567950025467911,5,93,10461,2138,0
567950058798713,12,89,15995,4533,0
567950197943863,8,67,12620,2999,0
580542144615991,3,83,8604,1452,0
580542157703902,4,90,18109,1762,0
580542240808613,20,96,14760,7479,0
580542267946897,8,80,13325,3237,0
580542280094989,4,77,10175,1482,0
580542290003429,7,99,11972,2883,0
580542314342611,12,80,14984,4510,0
563535411875840,8,90,11342,3281,0
563594582036480,14,87,16695,5146,1
563774934421504,16,86,19340,6045,0
563967073320960,13,100,11395,4751,0
563999831433218,13,74,11927,4791,0
564577956863617,23,93,15476,8537,0
565253384245600,5,91,9623,2141,0
565973385752497,5,94,13785,1956,0
567950145694244,11,82,12133,4113,0
580542172077149,6,91,9443,2223,0
580542239788558,8,88,11095,3194,0
563215448739840,5,89,16764,2028,0
563525211398144,4,85,11308,1518,0
563736281878528,5,90,11738,2175,0
564017549082625,17,99,16163,6509,0
564505644245991,7,99,16170,2746,0
567949963871581,12,92,18907,4492,0
567950000014675,7,89,9825,2841,0
567950095653217,4,96,9495,1636,0
567950129258117,11,98,11613,4300,0
567950171176919,4,80,8501,1509,0
567950195649279,9,89,11239,3559,0
580542150989445,10,88,10471,3723,0
580542168993981,8,93,12530,2956,0
580542185124487,4,87,8381,1515,0
580542223874465,7,78,10890,2628,0
580542226086133,8,82,13216,2922,0
563566499921921,13,93,12455,4892,0
563785008545794,6,46,12708,2220,0
563815897694209,4,81,11766,1734,0
564152620351488,8,94,15654,3001,0
564340159680807,6,59,9912,2249,0
564378914857688,19,98,14206,7045,0
564634857707284,4,85,14348,1768,0
565609345719067,8,76,12728,3259,0
565772712938723,3,69,8969,1404,0
565965562186094,14,92,12385,5290,0
566038514242905,10,85,10980,3812,0
580542243030650,6,89,9144,2293,0
580542256338098,8,84,11713,2993,0
580542276021798,5,88,10263,1931,0
580542303855854,3,81,9805,1375,0
580542307872284,5,95,8706,1829,0
580542314657256,6,99,16724,2428,0
565070819036906,4,98,13586,1608,0
565137016750263,18,84,18891,6807,0
565699142622567,30,98,20554,11247,0
567949969986215,4,100,11447,1609,0
580542162155093,6,86,13574,2455,0
580542219077873,7,94,10714,2749,0
580542256499702,6,91,10601,2354,0
580542328535785,14,86,11861,5275,0
563543110979585,10,87,11594,3863,0
564098403278849,5,85,9405,1948,0
564285489676290,8,92,11111,2943,0
565071337360819,6,81,12896,2349,0
565137083860349,6,92,9965,2194,0
565211930630558,3,84,12275,1452,0
565296761482876,4,59,14496,1639,0
566346756068014,14,89,13633,5317,0
567950145540536,4,95,12810,1738,0
567950189301210,6,97,11465,2328,0
580542222436464,7,100,11808,2767,0
580542289278804,8,68,9819,2988,0
563633952071680,3,85,8007,1367,0
563865664364544,9,73,10747,3338,0
564284013481985,11,92.3,11089,4157,0
564475255914640,8,95,15318,3062,0
564879825509925,8,89,13610,3219,0
565242524077378,14,91,14141,5142,0
565262164364427,3,89,13922,1265,0
565338591334083,4,97,12486,1460,0
565531091021291,19,74,18092,7163,0
566191328399475,19,98,17591,7202,0
567950038250765,4,96,8410,1469,0
580542148429501,6,88,10764,2385,0
580542237224803,7,100,10001,2887,0
580542292433843,6,79,9082,2253,0
580542322105944,14,100,16419,5430,0
563458213154816,7,83,12937,2841,0
563997429858304,13,68,11682,4800,0
564231805407232,13,88,18753,5030,0
564512109110309,5,89,10749,1978,0
565401016598852,7,80,10763,2896,0
565932384589101,5,88,11791,1977,0
566109087411457,9,85,16007,3455,0
567949961083242,7,88,16951,2794,0
567949995646792,8,99,10140,3014,0
567950105042968,4,95,9087,1755,0
580542253311666,9,100,11523,3511,0
580542253465380,21,86,16827,7837,0
580542270534960,3,88,8217,1431,0
580542304107848,9,81,11269,3559,0
580542309107900,3,90,10362,1322,0
563640734191617,6,65,13803,2257,0
563745094696960,7,89,11394,2652,0
564246052151298,6,94,11108,2363,0
564341430949226,4,86,11731,1535,0
565296573849177,6,88,10431,2418,0
565977750777485,6,99,14255,2455,0
566105901179226,18,95,14277,6758,0
566152008503088,14,80,14584,5330,0
567950155586324,6,94,9533,2392,0
580542150600603,8,99,11382,3070,0
580542154245189,23,99,18127,8474,0
580542167223487,5,81,11151,2185,0
580542257539279,14,92,14440,5264,0
580542301825741,3,97,15270,1452,0
580542304314593,3,91,8712,1374,0
580542325972541,4,93,10241,1760,0
564199974834177,3,97,12615,1411,0
565343551885625,8,100,10395,3062,0
565654647477759,5,83,15634,2125,0
566018777162534,7,88,10559,2648,0
566413216721222,5,84,10956,2145,0
567950060383131,16,90,12895,5970,0
567950149286356,12,76,17860,4562,0
567950167342282,5,88,10437,1961,0
580542223451682,5,93,9671,2041,0
580542274942855,8,82,11736,3163,0
563281510866944,15,89,17427,5644,0
564149235032064,4,96,8308,1630,0
564557769353401,18,97,16477,6710,0
564795490767410,10,96,13122,3675,0
565231545691939,5,87,11672,2030,0
566128780650011,13,69,12665,5087,0
566164733690139,5,100,11797,2005,0
567950080886935,4,90,13077,1631,0
567950170256081,4,93,13731,1650,0
580542141729039,3,96,9236,1234,0
580542156569023,7,91,10663,2594,0
580542267647203,7,94,11507,2739,0
563870109011972,8,93,9992,3217,0
565033193710711,13,87,17183,4830,0
565358778460402,6,95,12802,2347,0
565388715896811,13,95,17275,4770,0
565932178287698,10,43,12654,3925,0
566505236338297,3,87,15751,1391,0
567950034603570,6,90,18351,2382,0
567950090416970,5,91,9427,1901,0
567950119739296,4,100,11874,1798,0
580542143863668,6,90,9383,2244,0
580542264082732,6,95,10123,2215,0
580542312628396,15,73,12562,5722,0
580542314684634,13,90,12351,5109,0
580542316786280,22,87,15582,8374,0
563404457967616,4,72,10332,1493,0
564013939032064,10,63,11501,3870,0
564208993378307,4,72,10238,1538,0
564226929004544,13,99,13140,4924,0
564426524855044,4,94,8456,1467,0
564529948534244,5,88,13254,1881,0
565032754683417,7,87,11026,2679,0
565392936087163,12,87,18025,4496,0
565807241241089,5,95,9592,1836,0
567950161356279,12,85,12152,4406,0
567950172826573,7,85,10758,2826,0
580542172535213,4,89,9233,1647,0
580542173542431,20,80,15408,7594,0
580542250569537,11,97,10988,4030,0
580542293097643,8,92,14667,3184,0
564562335637075,10,89,12827,3994,0
566267787548002,15,89,13239,5803,0
566494139851091,5,93,10058,2057,0
567950066764661,3,90,13741,1409,0
567950078180042,8,81,10862,3055,0
567950098487548,7,88,14110,2703,0
567950188636708,13,96,16460,4748,0
580542226884868,4,91,8383,1651,0
580542240546570,9,100,16695,3516,0
580542301691148,10,97,13294,4014,0
563558063874049,7,85,14323,2865,0
563734897426433,22,90,16136,8349,0
565067410902672,6,89,11680,2269,0
565444104950217,6,100,9954,2386,0
565552271395144,14,98,12009,5234,0
565780615991063,12,97,11696,4643,0
567950058472675,14,89,16379,5448,0
567950119702383,6,95,12303,2341,0
567950129332227,23,95,15296,8412,0
567950137517019,8,90,10211,3160,0
567950152984042,10,94,14545,3960,0
580542167202075,8,90,12334,3133,0
580542248670427,3,90,10357,1392,0
580542278510347,10,100,13583,3806,0
580542291302013,14,89,12394,5424,0
580542292140073,5,80,11400,1837,0
580542328244613,5,87,10348,2186,0
563531701428225,5,91,12264,2036,0
564823063930157,3,79,9980,1447,0
565088338842469,14,89,15689,5357,0
565185752998831,12,94,11526,4618,0
565223047503030,7,89,11438,2677,0
565668008242716,6,91,11365,2209,0
565918528315057,18,95,14914,6610,0
566241525241266,7,91,12886,2586,0
567950145319934,14,90.85,15400,5466,0
567950164977736,15,84,15999,5581,0
580542178867004,4,89,8920,1690,0
580542251732137,10,99,11833,3964,0
580542314850820,5,90,11247,2039,0
580542352971438,8,80,12998,3105,0
580542393772847,3,99,10609,1292,0
563082788671489,7,89,12037,2881,0
563813422473218,13,87,15732,4855,0
565027926184964,14,94,12786,5325,0
565044499122325,10,98,10722,3992,0
565140109404714,9,85,10128,3298,0
565146100181858,11,80,10717,4052,0
567950105516489,3,86,11510,1350,0
567950132748353,10,90,11615,3680,0
567950163806285,9,80,12656,3293,0
567950167144068,4,87,10785,1736,0
580542167235371,11,94,11804,4268,0
580542240669485,7,89,11800,2883,0
580542261812115,3,93,11507,1438,0
580542283888323,3,98,16160,1448,0
580542293021667,4,81,8464,1542,0
580542297670818,4,100,12527,1539,0
580542339749113,3,75,13232,1396,0
565798490548860,6,83,10714,2312,0
565970618625589,5,97,10082,1951,0
566179185891983,11,73,15883,4209,0
567949964896890,7,95,15407,2658,0
567949979824910,12,89,12588,4597,0
567950072214102,10,93,11289,3676,0
567950084091406,7,84,11666,2792,0
567950135220931,12,99,13037,4687,0
567950159159276,8,96,11574,3196,0
580542174675500,4,95,8397,1668,0
580542218017370,12,74,12536,4602,0
580542241621898,4,78,14110,1655,0
580542261704724,6,95,13659,2355,0
580542329850144,5,96,10254,1936,0
580542340231548,10,81,11377,3681,0
563298066833410,23,89,16963,8558,0
563395599212544,15,91,13842,5704,0
565117967865476,7,93,11109,2587,0
567950121584807,4,85,11001,1577,0
567950187181679,6,86,18906,2322,0
567950191002203,15,91,13589,5590,0
580542162050979,19,92,14634,7096,0
580542269149829,3,80,10033,1385,0
580542277339827,5,92,12577,1888,0
580542320108659,4,79,9126,1808,0
580542332239005,4,90,8473,1734,0
563678258069505,12,100,13246,4731,0
564521999534741,-1,81,10597,-1,0
564629303464874,15,96,13754,5711,0
564765571290232,6,91,11773,2474,0
565378045320923,7,90,9922,2706,0
565506207784121,8,87,9799,3142,0
565626414831685,6,91,10476,2396,0
566051687505492,7,87,11492,2645,0
566095122276252,15,88,16573,5835,0
567949960442545,11,91,11627,4190,0
567949961910868,11,89,12683,4170,0
567950192647774,4,80,10929,1770,0
580542150963482,16,92,14598,5849,0
580542173057352,7,89.9,10866,2907,0
580542213434230,4,85,14055,1816,0
580542235527664,12,83,12094,4671,0
580542298457632,10,99,12220,3720,0
563550431154176,4,92,10688,1742,0
563831585513475,21,85,16505,7981,0
564512265217172,4,91,9279,1642,0
565817534061926,4,63,11366,1747,0
565885225280668,4,85,9648,1761,0
567950080275035,8,88,12496,2986,0
567950188321323,10,98,11752,3767,0
580542166399677,7,92,10909,2785,0
580542214200481,25,98,15799,9421,0
580542253290267,11,100,11632,4220,0
580542263549043,6,93,12143,2357,0
580542309286003,6,87,16379,2518,0
580542314387555,7,92,10477,2691,0
580542330498931,3,89,8998,1318,0
563889604464640,10,84,11658,3917,0
564708583157111,14,93,11803,5168,0
564849759102918,8,94,11185,3125,0
565195157209710,15,84,12237,5638,0
565615340552426,3,90,9291,1293,0
566352219803390,7,94,11120,2617,0
567949968442136,6,80,10261,2384,0
567950050891482,18,99,16385,6871,0
567950076465138,12,87,14405,4434,0
567950135762424,9,87,12551,3577,0
567950187268474,11,92,11701,4349,0
580542144538348,4,78,9722,1644,0
580542235133470,4,94,8950,1781,0
580542238790406,3,81,8397,1278,0
580542266716094,6,80,12123,2225,0
580542296228377,3,95,9219,1399,0
580542309448547,7,74,9565,2658,0
580542350037174,7,92,12165,2853,1
563543748452353,16,96,12643,5865,0
564319239406687,9,86,10988,3471,0
564328068488447,16,100,13128,6139,0
565706556113032,5,97,15458,2160,0
567949995256849,7,95,9534,2714,0
567950151733877,8,93,10029,3208,0
567950173738163,11,99,11674,4126,0
580542263857551,4,94,9139,1784,0
580542302085543,4,98,9428,1468,0
580542330461417,1,100,11178,662,0
563498916126720,19,80,16972,7131,0
565466586942533,4,69,13351,1601,0
565581741429184,3,99,12488,1271,0
565756422915543,15,85,12419,5653,0
565925159314974,7,90,10790,2897,0
567950046525472,10,89,12168,3854,0
567950125084834,20,99,14498,7418,0
567950172549384,9,81,11323,3596,0
567950177507708,8,96,12738,3211,0
580542170781604,4,94.6,11542,1559,0
580542250069268,6,87,11032,2404,0
580542285531063,11,94,12086,4320,0
580542288928632,11,90,14210,4224,0
580542289243576,10,92,12242,3684,0
563611298111488,11,92,11542,4111,0
563791527747584,8,97,16311,2931,0
564084444897281,8,95,11384,2974,0
565337580572627,4,97,9227,1592,0
567949968713463,7,98,10915,2764,0
567950099156067,4,79,11035,1693,0
567950189728359,19,94,19790,7148,0
580542142224126,14,90,17082,5182,0
580542247753657,13,88,12315,5095,0
580542263320417,9,100,11454,3527,0
565157198767229,17,85,18356,6247,0
567950017290056,7,90,10287,2847,0
567950075167442,4,92,10799,1620,0
580542149724230,5,97,8949,1986,0
580542284137180,7,96,12438,2861,0
580542286816722,9,87,10210,3525,1
580542298451189,5,89,9875,1909,0
563454533632000,6,91,12853,2353,0
563920211419136,5,93,11998,1917,0
564037611814912,10,78,12210,3722,0
565966829595287,13,94,12229,4826,0
566124529265942,11,91,13751,4092,0
566142983738290,7,91,12161,2701,0
567950012547393,13,91,11526,4896,0
567950146418575,5,80,11573,1826,0
567950159106907,8,94,14943,2932,0
580542167496495,6,90,9821,2278,0
580542236235799,7,95,9423,2701,0
580542266660115,17,91,17201,6307,0
580542274642799,3,87,11575,1409,0
580542279834243,8,94,12636,3013,0
580542291162607,6,100,10937,2468,0
563167874977792,13,54,12505,5010,0
563980778020864,13,87,16112,4906,0
564489712836149,6,89,9977,2232,0
565054948454001,6,90,12334,2221,0
565143990182222,13,99,11760,4981,0
565602420656809,4,87,9331,1713,0
565932185814088,9,93,11460,3586,0
566345048789482,14,83,12066,5133,0
567950003354650,4,96,9881,1487,0
567950023156918,6,85,20184,2501,0
567950060598916,8,99,12069,3163,0
567950065922276,7,95,13280,2580,0
567950144247940,5,90,11191,2132,0
567950144740368,6,89,12455,2529,0
567950166835096,25,65,19389,9333,0
580542249306433,6,90,10437,2225,0
580542262256438,7,94,9696,2614,0
563756756639746,7,86,9400,2637,0
564351813356403,7,82,11443,2655,0
564794771186340,7,89,14253,2795,0
565155300377357,6,80,10264,2202,0
565409770251651,2,88,8683,937,0
565905090939307,10,75,12795,3675,0
566192453588563,5,95,10338,2145,0
567949977710243,9,94,11948,3393,0
567950124614987,8,88,14361,3042,0
580542156907796,3,92,10356,1440,0
580542160666628,3,83,8346,1283,0
580542236728851,5,87,9891,1859,0
580542249543163,8,97,10458,2998,0
580542260900327,6,91,9833,2382,0
580542268695505,14,95,13373,5243,0
580542268965981,7,93,12892,2844,0
580542270497503,3,80,9828,1438,0
580542285174327,7,97,10976,2862,0
580542303914169,6,87,15211,2383,0
563508365565954,9,98,10094,3352,0
563699680088066,15,83,14234,5827,0
563957320720386,7,89,10515,2845,0
564376207762102,9,94,15042,3446,0
565426873244614,6,85,10035,2265,0
565755738467913,13,92,11907,5050,0
565818499409095,14,93,14896,5239,0
566109222219382,4,85,8537,1535,0
567949956114308,8,97,16534,3068,0
567950094052854,5,90,10489,2182,0
580542156880484,4,92,9045,1733,0
580542165066316,6,92,9026,2288,0
580542171659809,2,96,10766,858,0
580542287595718,4,94,9667,1468,0
580542301902855,7,51,9523,2834,0
564834056481267,7,90,16491,2783,0
565077415696372,16,87,15075,6107,0
565098389901087,5,91,10426,2122,0
565217304191954,10,83,10677,3849,0
565269632984541,4,88.8,13208,1591,0
565363818041471,3,76,13432,1427,0
565496654341452,11,92,16561,4122,0
565558415196900,6,86,9124,2383,0
566063407047005,4,89,8398,1732,0
566159809060717,4,85,8995,1628,0
566238156888418,10,91,11999,3919,0
567950127805979,15,100,12699,5486,0
580542167235001,4,91,9884,1746,0
580542170968925,4,91,10642,1664,0
580542275707509,4,78,12307,1532,0
580542314537123,4,85,8350,1628,0
563388856205312,4,89,11857,1752,0
564939836239055,16,97,13807,6101,0
565328039454757,4,96,13527,1824,0
565596821854002,4,80,8983,1530,0
565982969932870,7,91,15421,2869,0
566254471554139,12,92,15021,4569,0
566368897408976,7,94,13115,2897,0
567950098940179,11,87,11655,4076,0
567950149286452,10,93,13341,3764,0
567950177519700,5,91,12935,2064,0
567950183562348,4,93,13560,1607,0
580542250164642,5,92,9971,2027,0
580542287527902,8,99,10386,3261,0
580542320116292,21,89,16779,7716,0
564108267364352,4,97,11799,1487,0
565042727355930,4,87,12485,1746,0
565082757401071,6,69,10847,2213,0
565959316941462,5,83,17458,2133,0
566381252389679,8,96,13945,3063,0
580542169381361,4,79,10845,1698,0
580542238593011,3,79,8946,1266,0
580542267978099,25,91,17074,9309,0
563972355522560,4,92,11422,1693,0
567950059266808,10,46,11674,3747,0
567950119894062,5,90,9643,1961,0
580542156880746,14,94,16169,5345,0
580542235513112,8,77,12824,3001,0
580542242105076,8,87,11519,3204,0
580542269803304,3,93,11369,1423,0
580542298411408,15,90,16358,5773,0
563566977421312,5,88,9103,2105,0
565071191224030,8,94,12021,3204,0
567949996951211,11,97,12291,4252,0
567950017827611,3,92,8717,1349,0
567950078215715,8,91,10359,3139,0
580542151801950,6,92,12750,2278,0
580542262278503,9,97,10297,3560,0
580542278437592,7,95,11206,2917,0
580542280118295,8,83,12821,2954,0
580542282110183,3,91,10125,1380,0
580542282986135,4,80,9968,1739,0
563768625668096,4,72,12509,1696,0
564389836825179,4,99,14591,1553,0
564577729648924,8,91,13041,2964,0
564741587605877,11,81,11304,4372,0
565026264782439,20,95,15702,7579,0
565034138144771,7,92,11543,2735,0
565404208535163,12,91,11416,4449,0
566315817636063,13,94,13100,4825,0
567950028877274,9,88,13938,3425,0
567950104918750,3,94,9875,1288,0
567950177684568,8,95,9968,3063,0
567950197410646,14,80,16932,5430,0
580542224861454,5,95,8991,2048,0
580542233216262,8,93,9845,3052,0
580542265223192,4,91,9365,1735,0
562950075097846,17,89,13853,6347,0
563434093350912,6,94,11648,2394,0
563655354032129,17,85,16161,6512,0
564747062027099,7,93,17984,2887,0
565165939231074,8,100,11869,3075,0
565622058721380,4,58,9170,1491,0
565671763576988,4,93,11086,1586,0
566015972282908,6,91,10726,2214,0
566370798604301,11,80,10849,4062,0
567950031034663,6,91,11790,2471,0
567950147427271,12,80,11698,4546,0
580542142864663,5,87,8689,1920,0
580542155628139,4,92,10742,1643,0
580542221755741,7,94,9403,2743,0
580542300332469,8,89,12595,3160,0
580542303316139,4,90,9777,1819,0
580542339233445,12,80,11255,4512,0
563781988589569,9,92,10956,3561,0
563803734085636,6,85,10874,2477,0
564732678573989,4,88,12448,1584,0
565037017532165,4,84,10579,1670,0
565266082113660,16,99,13491,6180,0
565353408113757,6,83,12564,2531,0
565461261757254,8,87,10458,3177,0
565961896830581,12,82,12092,4545,0
567950008326704,5,99,10441,2043,0
567950140677629,11,96,10821,4050,0
580542148316634,8,99,10050,2929,0
580542231497464,9,90,10900,3434,0
580542287365572,21,94,16752,7990,0
564425622497105,17,96,14841,6542,0
564828859475948,6,88,9829,2202,0
564958637921112,13,95,18021,5088,0
565156891201698,10,88,12338,3841,0
565326682260688,3,93,10400,1432,0
565975588737245,7,94,11953,2825,0
566254353060342,8,99,10863,2986,0
567950079708377,3,94,10531,1406,0
567950109243779,7,99,10918,2887,0
580542158999047,6,89,11034,2344,0
580542251188909,6,89,10876,2375,0
580542259280055,7,99,15931,2589,0
580542260199683,5,81,10130,2022,0
580542279915000,3,76,9498,1447,0
563397342994432,8,81,10389,2945,0
564057903144961,10,87,13859,3914,0
564675379075451,14,89,15904,5392,0
565047439207382,21,80,15949,7767,0
565590960440766,8,96,11439,3142,0
565626557443501,20,92,16291,7311,0
566102176836692,20,91,14583,7346,0
566128804569268,6,90,13609,2537,0
567950083933142,13,88,13175,4912,0
567950172588060,4,90,8788,1822,0
580542151468430,8,89,11333,3106,0
580542259746241,16,93,13550,5891,0
580542292868296,4,89,10928,1545,0
580542324254216,15,99,15252,5639,0
563876503945220,16,90,14777,5901,0
563989803171841,6,100,9661,2368,0
564823597524237,7,88,10378,2792,0
565100907668067,19,88,16877,7121,0
565344503466152,20,90,14720,7636,0
565383408061135,10,91,11969,3790,0
565494007075285,7,92,9519,2832,0
565704246889324,16,89,12519,5900,0
567950140390425,6,90,9461,2449,0
580542158449043,11,99,13119,4199,0
580542273983950,4,83,8514,1580,0
580542289001075,4,75,13376,1802,0
580542316934741,8,94,11830,3058,0
563989510295553,6,90,10725,2258,0
564874507919837,6,75,11903,2349,0
565282113194298,6,93,13274,2344,0
565414868753364,5,89,15330,2018,0
565789629939795,14,89,12203,5338,0
567950043512656,10,98,13619,3926,0
567950090753970,4,92,10127,1627,0
580542273421684,4,87,8976,1640,0
563454588813312,4,86,8538,1742,0
563462998528000,14,82,13216,5361,0
563816735576064,7,54,9744,2630,0
564697043377609,7,86,11650,2728,0
565149528295965,11,80,10781,4107,0
565510915566963,16,90,13110,6176,0
565693158195889,3,98,11026,1455,0
566266053470811,5,92,12059,2005,0
566453951990090,7,86,10199,2659,0
567949981290651,3,93,10653,1210,0
567950005175193,8,85,10366,3163,0
567950006595296,6,85,11639,2549,0
567950100423769,10,95,14300,3992,0
567950193093298,7,93,10564,2817,0
567950195869818,11,80,11749,4167,0
567950197357257,8,92,10750,3268,0
580542152759413,10,98,14993,3887,0
580542239004681,4,60,9258,1662,0
580542304555979,4,90,13880,1567,0
580542322661725,5,89,10165,2048,0
563775870996482,6,89,10810,2370,0
564930221574355,5,100,11397,2170,0
565223000182327,14,91,14809,5193,0
565347337635789,4,97,10036,1735,0
565983108542392,14,94,15705,5208,0
567950106712742,5,95,11265,1951,0
567950125318620,12,92,15711,4457,0
580542155691512,9,81,11501,3644,0
580542173150202,12,91,12555,4486,0
580542281908986,7,99,20312,2750,0
563366799089664,9,87,10491,3497,0
563589550841857,4,91,10134,1692,0
563632072433665,11,89,10941,4204,0
565286939863089,7,86,9608,2741,0
565643498695142,7,93,9171,2566,0
565650330420930,7,96,13598,2747,0
566051430138563,15,93,14795,5658,0
567950014978221,10,93,11440,3680,0
567950091417901,5,84,10685,2172,0
567950106091213,15,92,14900,5505,0
567950171880887,7,90,16565,2582,0
580542231952534,4,82,8611,1535,0
580542259454296,4,90,10188,1479,0
580542264216605,11,98,10904,4178,0
580542273067675,5,68,8900,1882,0
580542302607897,9,97,11800,3499,0
580542329670487,8,80,12272,3053,0
564284563202050,15,98,17335,5634,0
565230027346726,5,98,11021,2041,0
565337592442851,4,75,9311,1711,0
565664306305939,11,100,11331,4234,0
566254473714733,23,89,16735,8552,0
566282324682573,6,95,13423,2270,0
567950092335796,6,94,9243,2328,0
567950132132785,8,95,11113,3065,0
580542222312768,13,79.25,14160,4951,0
580542262595768,10,90,20159,3884,0
580542296676320,15,99,14912,5484,0
564591985168871,10,77,11329,3988,0
565191732102583,11,96,11095,4238,0
565240458391040,5,87,13885,1868,0
565943921288379,8,99,11756,3082,0
566384264088836,13,90,15507,4983,0
567950008074315,4,99,9732,1742,0
580542142878097,12,93,11402,4465,0
580542150150753,7,87,10330,2684,0
580542248090807,12,77,13380,4409,0
580542256130312,6,83,9067,2259,0
580542258059896,5,92,10590,1830,0
580542286064546,4,97,8479,1599,0
580542294454883,3,96,9891,1305,0
563980900040704,15,88,12810,5536,0
564393821869637,7,87,12808,2608,0
564952414948810,7,88,11319,2673,0
565060902391209,22,95,15851,8137,0
565104224569291,11,92,17576,4313,0
566096055906264,9,88,11487,3489,0
567950150693564,4,93,9932,1699,0
567950194250884,5,84,8706,2082,0
580542239401222,4,91,8646,1487,0
580542252880732,4,95,11795,1704,0
563445564252160,5,89,12002,2179,0
563458693664769,12,94,15777,4596,0
563832932474882,20,80.2,14665,7384,0
563849871429633,8,92,10518,3159,0
566130547561505,9,94,10429,3404,0
567950004698755,4,96,9123,1773,0
567950035570575,7,89,20015,2867,0
567950175871507,6,94,11919,2229,0
580542227724321,4,93,9163,1808,0
580542247729679,8,89,16030,3273,0
580542261936892,5,74,14248,1860,0
580542295850609,4,91,14595,1799,0
563820371316736,8,95,12085,3040,0
564017345142786,12,88,12060,4442,0
